video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category
cartwheel_10_modified_south_east_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_11_initial.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,white
cartwheel_11_modified_african.mp4,cartwheel,bending back,other,incorrect,"['other', 'other', 'other', 'other', 'cartwheel']",camera_close,konzerthaus,african
cartwheel_11_modified_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,asian
cartwheel_11_modified_hispanic.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'yoga', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_11_modified_indian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'yoga', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_11_modified_middle_eastern.mp4,cartwheel,stretching arm,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_11_modified_south_east_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_12_initial.mp4,cartwheel,bending back,other,incorrect,"['other', 'other', 'other', 'other', 'cartwheel']",camera_close,konzerthaus,african
cartwheel_12_modified_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,asian
cartwheel_12_modified_hispanic.mp4,cartwheel,stretching arm,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,hispanic
cartwheel_12_modified_indian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'cartwheel']",camera_close,konzerthaus,indian
cartwheel_12_modified_middle_eastern.mp4,cartwheel,stretching arm,other,incorrect,"['other', 'other', 'yoga', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_12_modified_south_east_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_12_modified_white.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,white
cartwheel_13_initial.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_13_modified_african.mp4,cartwheel,chopping wood,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_13_modified_asian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'cartwheel', 'other']",camera_close,konzerthaus,asian
cartwheel_13_modified_hispanic.mp4,cartwheel,chopping wood,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_13_modified_indian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_13_modified_middle_eastern.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_13_modified_south_east_asian.mp4,cartwheel,high kick,other,incorrect,"['other', 'other', 'other', 'other', 'cartwheel']",camera_close,konzerthaus,south_east_asian
cartwheel_14_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_14_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_14_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_14_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_14_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_14_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_14_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_15_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_15_modified_african.mp4,cartwheel,stretching arm,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_15_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_15_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_15_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_15_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_15_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_16_initial.mp4,cartwheel,archery,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_16_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_16_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_16_modified_indian.mp4,cartwheel,archery,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_16_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_16_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_16_modified_white.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_17_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_17_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_17_modified_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_17_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_17_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_17_modified_middle_eastern.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_17_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_18_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_18_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_18_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_18_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_18_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_18_modified_south_east_asian.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_18_modified_white.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_19_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,white
cartwheel_19_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_19_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,asian
cartwheel_19_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,hispanic
cartwheel_19_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'yoga']",camera_close,konzerthaus,indian
cartwheel_19_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'yoga', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_19_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_1_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_1_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_1_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_1_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_1_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_1_modified_middle_eastern.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_1_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_20_initial.mp4,cartwheel,contact juggling,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_20_modified_african.mp4,cartwheel,archery,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_20_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_20_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_20_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_20_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_20_modified_white.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_21_initial.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_21_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_21_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_21_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_21_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_21_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_21_modified_white.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_22_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_22_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_22_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_22_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_22_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_22_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_22_modified_white.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_23_initial.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_23_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_23_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_23_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_23_modified_middle_eastern.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_23_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_23_modified_white.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_24_initial.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_24_modified_african.mp4,cartwheel,shaking hands,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_24_modified_asian.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_24_modified_hispanic.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_24_modified_indian.mp4,cartwheel,shaking hands,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_24_modified_middle_eastern.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_24_modified_south_east_asian.mp4,cartwheel,rock scissors paper,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_2_initial.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_2_modified_african.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_2_modified_asian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_2_modified_hispanic.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_2_modified_indian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_2_modified_middle_eastern.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_2_modified_white.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_3_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_3_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_3_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_3_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_3_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_3_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_3_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_4_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_4_modified_african.mp4,cartwheel,stretching leg,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_4_modified_asian.mp4,cartwheel,spinning poi,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_4_modified_hispanic.mp4,cartwheel,spinning poi,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_4_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_4_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_4_modified_south_east_asian.mp4,cartwheel,high kick,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_5_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_5_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_5_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_5_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_5_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_5_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_5_modified_white.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_6_initial.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_6_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_6_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_6_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_6_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_6_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_6_modified_white.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_7_initial.mp4,cartwheel,bending back,other,incorrect,"['other', 'yoga', 'other', 'cartwheel', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_7_modified_african.mp4,cartwheel,bending back,other,incorrect,"['other', 'yoga', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_7_modified_asian.mp4,cartwheel,bending back,other,incorrect,"['other', 'other', 'yoga', 'cartwheel', 'other']",camera_close,konzerthaus,asian
cartwheel_7_modified_hispanic.mp4,cartwheel,bending back,other,incorrect,"['other', 'yoga', 'other', 'cartwheel', 'other']",camera_close,konzerthaus,hispanic
cartwheel_7_modified_indian.mp4,cartwheel,bending back,other,incorrect,"['other', 'yoga', 'other', 'other', 'cartwheel']",camera_close,konzerthaus,indian
cartwheel_7_modified_middle_eastern.mp4,cartwheel,bending back,other,incorrect,"['other', 'other', 'yoga', 'cartwheel', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_7_modified_white.mp4,cartwheel,bending back,other,incorrect,"['other', 'other', 'yoga', 'cartwheel', 'other']",camera_close,konzerthaus,white
cartwheel_8_initial.mp4,cartwheel,singing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_8_modified_african.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_8_modified_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_8_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_8_modified_indian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_8_modified_middle_eastern.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_8_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
cartwheel_9_initial.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
cartwheel_9_modified_african.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
cartwheel_9_modified_asian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
cartwheel_9_modified_hispanic.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,hispanic
cartwheel_9_modified_indian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,indian
cartwheel_9_modified_middle_eastern.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,middle_eastern
cartwheel_9_modified_south_east_asian.mp4,cartwheel,sword fighting,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,south_east_asian
drink_0_initial.mp4,drink,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,white
drink_0_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,african
drink_0_modified_asian.mp4,drink,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_close,konzerthaus,asian
