video,true_label,raw_prediction,mapped_prediction,result,top5,skin_color_category
cartwheel_12_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_12_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_12_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_12_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_12_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_13_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_13_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_13_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_13_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_13_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_13_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_13_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_14_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_14_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_14_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_14_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_14_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_14_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_14_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_15_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_15_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_15_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_15_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_15_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_15_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_15_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_16_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_16_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_16_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_16_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_16_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_16_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_16_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_17_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_17_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_17_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_17_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_17_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_17_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_17_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_18_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_18_modified_african.mp4,cartwheel,breakdancing,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",african
cartwheel_18_modified_hispanic.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",hispanic
cartwheel_18_modified_indian.mp4,cartwheel,breakdancing,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",indian
cartwheel_18_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_18_modified_south_east_asian.mp4,cartwheel,catching or throwing frisbee,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",south_east_asian
cartwheel_18_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_19_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_19_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_19_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_19_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_19_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_19_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_19_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_1_initial.mp4,cartwheel,gymnastics tumbling,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",white
cartwheel_1_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_1_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_1_modified_hispanic.mp4,cartwheel,gymnastics tumbling,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",hispanic
cartwheel_1_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_1_modified_middle_eastern.mp4,cartwheel,gymnastics tumbling,other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",middle_eastern
cartwheel_1_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_20_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_20_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_20_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_20_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_20_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_20_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_20_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_21_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_21_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_21_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_21_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_21_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_21_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_21_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_22_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_22_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_22_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_22_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_22_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_22_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_22_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_23_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_23_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_23_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_23_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_23_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_23_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_23_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_24_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_24_modified_african.mp4,cartwheel,breakdancing,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",african
cartwheel_24_modified_asian.mp4,cartwheel,breakdancing,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",asian
cartwheel_24_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_24_modified_indian.mp4,cartwheel,breakdancing,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",indian
cartwheel_24_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_24_modified_south_east_asian.mp4,cartwheel,capoeira,other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",south_east_asian
cartwheel_2_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_2_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_2_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_2_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_2_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_2_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_2_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_3_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_3_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_3_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_3_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_3_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_3_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_3_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_4_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_4_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_4_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_4_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_4_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_4_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_4_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_5_initial.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",indian
cartwheel_5_modified_african.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",african
cartwheel_5_modified_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",asian
cartwheel_5_modified_hispanic.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",hispanic
cartwheel_5_modified_middle_eastern.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'cartwheel', 'other']",middle_eastern
cartwheel_5_modified_south_east_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",south_east_asian
cartwheel_5_modified_white.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'other', 'cartwheel', 'other', 'other']",white
cartwheel_6_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_6_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_6_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_6_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_6_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_6_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_6_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_7_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
cartwheel_7_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_7_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_7_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_7_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_7_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_7_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_8_initial.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",white
cartwheel_8_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_8_modified_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",asian
cartwheel_8_modified_hispanic.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",hispanic
cartwheel_8_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_8_modified_middle_eastern.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",middle_eastern
cartwheel_8_modified_south_east_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'cartwheel', 'other', 'other', 'other']",south_east_asian
cartwheel_9_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",white
cartwheel_9_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",african
cartwheel_9_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",asian
cartwheel_9_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",hispanic
cartwheel_9_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",indian
cartwheel_9_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",middle_eastern
cartwheel_9_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'other']",south_east_asian
drink_0_initial.mp4,drink,playing badminton,other,incorrect,"['other', 'other', 'other', 'other', 'other']",white
drink_0_modified_african.mp4,drink,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",african
drink_0_modified_asian.mp4,drink,playing badminton,other,incorrect,"['other', 'other', 'other', 'other', 'other']",asian
drink_0_modified_hispanic.mp4,drink,playing badminton,other,incorrect,"['other', 'other', 'other', 'other', 'other']",hispanic
drink_0_modified_indian.mp4,drink,passing American football (not in game),other,incorrect,"['other', 'other', 'other', 'other', 'other']",indian
drink_0_modified_middle_eastern.mp4,drink,playing badminton,other,incorrect,"['other', 'other', 'other', 'other', 'other']",middle_eastern
drink_0_modified_south_east_asian.mp4,drink,playing badminton,other,incorrect,"['other', 'other', 'other', 'other', 'other']",south_east_asian
drink_10_initial.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",white
drink_10_modified_african.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",african
drink_10_modified_asian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",asian
drink_10_modified_hispanic.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",hispanic
drink_10_modified_indian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",indian
drink_10_modified_middle_eastern.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",middle_eastern
drink_10_modified_south_east_asian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",south_east_asian
drink_11_initial.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",white
drink_11_modified_african.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",african
drink_11_modified_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",asian
drink_11_modified_hispanic.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",hispanic
drink_11_modified_indian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",indian
drink_11_modified_middle_eastern.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",middle_eastern
drink_11_modified_south_east_asian.mp4,drink,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",south_east_asian
drink_12_initial.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",african
drink_12_modified_asian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",asian
drink_12_modified_hispanic.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",hispanic
drink_12_modified_indian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",indian
drink_12_modified_middle_eastern.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",middle_eastern
drink_12_modified_south_east_asian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",south_east_asian
drink_12_modified_white.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",white
drink_13_initial.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",white
drink_13_modified_african.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",african
drink_13_modified_asian.mp4,drink,disc golfing,other,incorrect,"['other', 'other', 'other', 'other', 'other']",asian
