video,true_label,raw_prediction,mapped_prediction,result
run_9_initial.mp4,run,throwing axe,other,incorrect
walk_0_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_10_initial.mp4,walk,stretching arm,other,incorrect
walk_11_initial.mp4,walk,drop kicking,other,incorrect
walk_12_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_13_initial.mp4,walk,throwing axe,other,incorrect
walk_14_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_15_initial.mp4,walk,tai chi,other,incorrect
walk_16_initial.mp4,walk,drop kicking,other,incorrect
walk_17_initial.mp4,walk,drop kicking,other,incorrect
walk_18_initial.mp4,walk,drop kicking,other,incorrect
walk_19_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_1_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_20_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_21_initial.mp4,walk,hammer throw,other,incorrect
walk_22_initial.mp4,walk,hammer throw,other,incorrect
walk_23_initial.mp4,walk,throwing axe,other,incorrect
walk_24_initial.mp4,walk,throwing axe,other,incorrect
walk_25_initial.mp4,walk,high jump,other,incorrect
walk_26_initial.mp4,walk,tai chi,other,incorrect
walk_27_initial.mp4,walk,drop kicking,other,incorrect
walk_28_initial.mp4,walk,tai chi,other,incorrect
walk_29_initial.mp4,walk,drop kicking,other,incorrect
walk_2_initial.mp4,walk,tai chi,other,incorrect
walk_30_initial.mp4,walk,tai chi,other,incorrect
walk_31_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_32_initial.mp4,walk,tai chi,other,incorrect
walk_33_initial.mp4,walk,drop kicking,other,incorrect
walk_34_initial.mp4,walk,tai chi,other,incorrect
walk_35_initial.mp4,walk,throwing axe,other,incorrect
walk_36_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_37_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_38_initial.mp4,walk,javelin throw,other,incorrect
walk_39_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_3_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_40_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_41_initial.mp4,walk,drop kicking,other,incorrect
walk_42_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_43_initial.mp4,walk,passing American football (not in game),other,incorrect
walk_44_initial.mp4,walk,tai chi,other,incorrect
walk_45_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_46_initial.mp4,walk,drop kicking,other,incorrect
walk_47_initial.mp4,walk,tai chi,other,incorrect
walk_48_initial.mp4,walk,high jump,other,incorrect
walk_49_initial.mp4,walk,drop kicking,other,incorrect
walk_4_initial.mp4,walk,throwing axe,other,incorrect
walk_5_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_6_initial.mp4,walk,tai chi,other,incorrect
walk_7_initial.mp4,walk,tai chi,other,incorrect
walk_8_initial.mp4,walk,throwing axe,other,incorrect
walk_9_initial.mp4,walk,throwing axe,other,incorrect
