video_path,ground_truth,predicted_label,match
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_10_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_10_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_10_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_10_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_11_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_12_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_middle_eastern.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_13_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_14_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_15_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_hispanic.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_middle_eastern.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_16_modified_white.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_17_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_18_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_initial.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_asian.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_hispanic.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_indian.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_middle_eastern.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_19_modified_south_east_asian.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_1_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_african.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_20_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_21_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_22_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_south_east_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_23_modified_white.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_24_modified_south_east_asian.mp4,cartwheel,yoga,False
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_initial.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_african.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_asian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_hispanic.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_indian.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_middle_eastern.mp4,cartwheel,cartwheel,True
C:\Users\anaba\OneDrive\Desktop\Master Thesis\bias-action-recognition\framework\models\tc-clip\maxed_out_distributions_on_kinetics_konzerthaus\cartwheel\cartwheel_2_modified_white.mp4,cartwheel,cartwheel,True
