video,true_label,raw_prediction,mapped_prediction,result
jump_17_initial.mp4,jump,jogging,run,incorrect
jump_18_initial.mp4,jump,passing American football (not in game),other,incorrect
jump_19_initial.mp4,jump,high kick,other,incorrect
jump_1_initial.mp4,jump,jumpstyle dancing,jump,correct
jump_20_initial.mp4,jump,jogging,run,incorrect
jump_21_initial.mp4,jump,jogging,run,incorrect
jump_22_initial.mp4,jump,yoga,other,incorrect
jump_23_initial.mp4,jump,jogging,run,incorrect
jump_24_initial.mp4,jump,high kick,other,incorrect
jump_25_initial.mp4,jump,jogging,run,incorrect
jump_26_initial.mp4,jump,juggling balls,other,incorrect
jump_27_initial.mp4,jump,yoga,other,incorrect
jump_28_initial.mp4,jump,skipping rope,other,incorrect
jump_29_initial.mp4,jump,lunge,other,incorrect
jump_2_initial.mp4,jump,yoga,other,incorrect
jump_30_initial.mp4,jump,yoga,other,incorrect
jump_31_initial.mp4,jump,jogging,run,incorrect
jump_32_initial.mp4,jump,catching or throwing frisbee,other,incorrect
jump_33_initial.mp4,jump,jogging,run,incorrect
jump_34_initial.mp4,jump,lunge,other,incorrect
jump_35_initial.mp4,jump,riding unicycle,other,incorrect
jump_36_initial.mp4,jump,tai chi,other,incorrect
jump_37_initial.mp4,jump,passing American football (not in game),other,incorrect
jump_38_initial.mp4,jump,high kick,other,incorrect
jump_39_initial.mp4,jump,squat,other,incorrect
jump_3_initial.mp4,jump,skipping rope,other,incorrect
jump_40_initial.mp4,jump,lunge,other,incorrect
jump_41_initial.mp4,jump,snatch weight lifting,other,incorrect
jump_42_initial.mp4,jump,spinning poi,other,incorrect
jump_43_initial.mp4,jump,catching or throwing frisbee,other,incorrect
jump_44_initial.mp4,jump,jumpstyle dancing,jump,correct
jump_45_initial.mp4,jump,yoga,other,incorrect
jump_46_initial.mp4,jump,yoga,other,incorrect
jump_47_initial.mp4,jump,high kick,other,incorrect
jump_48_initial.mp4,jump,juggling soccer ball,other,incorrect
jump_49_initial.mp4,jump,jogging,run,incorrect
jump_4_initial.mp4,jump,lunge,other,incorrect
jump_5_initial.mp4,jump,high kick,other,incorrect
jump_6_initial.mp4,jump,stretching leg,other,incorrect
jump_7_initial.mp4,jump,yoga,other,incorrect
jump_8_initial.mp4,jump,yoga,other,incorrect
jump_9_initial.mp4,jump,juggling soccer ball,other,incorrect
run_0_initial.mp4,run,skipping rope,other,incorrect
run_10_initial.mp4,run,catching or throwing frisbee,other,incorrect
run_11_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_12_initial.mp4,run,yoga,other,incorrect
run_13_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_14_initial.mp4,run,catching or throwing frisbee,other,incorrect
run_15_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_16_initial.mp4,run,lunge,other,incorrect
run_17_initial.mp4,run,skipping rope,other,incorrect
run_18_initial.mp4,run,riding unicycle,other,incorrect
run_19_initial.mp4,run,catching or throwing frisbee,other,incorrect
run_1_initial.mp4,run,tai chi,other,incorrect
run_20_initial.mp4,run,yoga,other,incorrect
run_21_initial.mp4,run,tai chi,other,incorrect
run_22_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_23_initial.mp4,run,jogging,run,correct
run_24_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_25_initial.mp4,run,jogging,run,correct
run_26_initial.mp4,run,yoga,other,incorrect
run_27_initial.mp4,run,stretching leg,other,incorrect
run_28_initial.mp4,run,yoga,other,incorrect
run_29_initial.mp4,run,riding unicycle,other,incorrect
run_2_initial.mp4,run,jogging,run,correct
run_30_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_31_initial.mp4,run,lunge,other,incorrect
run_32_initial.mp4,run,jogging,run,correct
run_33_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_34_initial.mp4,run,yoga,other,incorrect
run_35_initial.mp4,run,tai chi,other,incorrect
run_36_initial.mp4,run,yoga,other,incorrect
run_37_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_38_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_39_initial.mp4,run,yoga,other,incorrect
run_3_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_40_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_41_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_42_initial.mp4,run,lunge,other,incorrect
run_43_initial.mp4,run,cartwheeling,cartwheel,incorrect
run_44_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_45_initial.mp4,run,skipping rope,other,incorrect
run_46_initial.mp4,run,jogging,run,correct
run_47_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_48_initial.mp4,run,passing American football (not in game),other,incorrect
run_49_initial.mp4,run,jogging,run,correct
run_4_initial.mp4,run,jogging,run,correct
run_5_initial.mp4,run,jumpstyle dancing,jump,incorrect
run_6_initial.mp4,run,lunge,other,incorrect
run_7_initial.mp4,run,yoga,other,incorrect
run_8_initial.mp4,run,yoga,other,incorrect
run_9_initial.mp4,run,jogging,run,correct
walk_0_initial.mp4,walk,jogging,run,incorrect
walk_10_initial.mp4,walk,slacklining,other,incorrect
walk_11_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_12_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_13_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_14_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_15_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_16_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_17_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_18_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_19_initial.mp4,walk,riding unicycle,other,incorrect
walk_1_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_20_initial.mp4,walk,jogging,run,incorrect
walk_21_initial.mp4,walk,riding unicycle,other,incorrect
walk_22_initial.mp4,walk,riding unicycle,other,incorrect
walk_23_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_24_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_25_initial.mp4,walk,lunge,other,incorrect
walk_26_initial.mp4,walk,playing cricket,other,incorrect
walk_27_initial.mp4,walk,jogging,run,incorrect
walk_28_initial.mp4,walk,tai chi,other,incorrect
walk_29_initial.mp4,walk,jogging,run,incorrect
walk_2_initial.mp4,walk,jogging,run,incorrect
walk_30_initial.mp4,walk,riding unicycle,other,incorrect
walk_31_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_32_initial.mp4,walk,tai chi,other,incorrect
walk_33_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_34_initial.mp4,walk,tai chi,other,incorrect
walk_35_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_36_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_37_initial.mp4,walk,tai chi,other,incorrect
walk_38_initial.mp4,walk,catching or throwing frisbee,other,incorrect
walk_39_initial.mp4,walk,yoga,other,incorrect
walk_3_initial.mp4,walk,tai chi,other,incorrect
walk_40_initial.mp4,walk,tai chi,other,incorrect
walk_41_initial.mp4,walk,yoga,other,incorrect
walk_42_initial.mp4,walk,walking the dog,walk,correct
walk_43_initial.mp4,walk,yoga,other,incorrect
walk_44_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_45_initial.mp4,walk,riding unicycle,other,incorrect
walk_46_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_47_initial.mp4,walk,stretching leg,other,incorrect
walk_48_initial.mp4,walk,lunge,other,incorrect
walk_49_initial.mp4,walk,stretching leg,other,incorrect
walk_4_initial.mp4,walk,spinning poi,other,incorrect
walk_5_initial.mp4,walk,yoga,other,incorrect
walk_6_initial.mp4,walk,jumpstyle dancing,jump,incorrect
walk_7_initial.mp4,walk,tai chi,other,incorrect
walk_8_initial.mp4,walk,jogging,run,incorrect
walk_9_initial.mp4,walk,jumpstyle dancing,jump,incorrect
