video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category,best_background,best_camera
cartwheel_3_modified_african.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'raise body part', 'arm movements', 'other', 'dance']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_3_modified_asian.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'bend', 'yoga', 'dance']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_3_modified_hispanic.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'raise body part', 'arm movements', 'dance', 'bend']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_3_modified_indian.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'raise body part', 'arm movements', 'dance', 'yoga']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_3_modified_middle_eastern.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'dance', 'yoga', 'bend']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_3_modified_south_east_asian.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'raise body part', 'dance', 'yoga']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_4_initial.mp4,cartwheel,robot dancing,dance,incorrect,"['dance', 'other', 'dance', 'other', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_4_modified_african.mp4,cartwheel,belly dancing,dance,incorrect,"['dance', 'other', 'dance', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_4_modified_asian.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'other', 'dance', 'bend', 'swing body part']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_4_modified_hispanic.mp4,cartwheel,belly dancing,dance,incorrect,"['dance', 'other', 'dance', 'other', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_4_modified_indian.mp4,cartwheel,belly dancing,dance,incorrect,"['dance', 'other', 'other', 'dance', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_4_modified_south_east_asian.mp4,cartwheel,belly dancing,dance,incorrect,"['dance', 'other', 'other', 'other', 'dance']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_4_modified_white.mp4,cartwheel,robot dancing,dance,incorrect,"['dance', 'dance', 'other', 'other', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_5_initial.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'bend', 'raise body part', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_5_modified_african.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'raise body part', 'other', 'arm movements', 'bend']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_5_modified_asian.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'bend', 'raise body part', 'stretch']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_5_modified_hispanic.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'bend', 'raise body part', 'stretch']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_5_modified_middle_eastern.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'bend', 'arm movements', 'stretch', 'yoga']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_5_modified_south_east_asian.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'raise body part', 'arm movements', 'bend', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_5_modified_white.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'arm movements', 'bend', 'stretch', 'stretch']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_6_initial.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'juggle', 'other', 'play instrument', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_6_modified_african.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'juggle', 'play instrument', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_6_modified_asian.mp4,cartwheel,playing flute,other,incorrect,"['other', 'play instrument', 'play instrument', 'swing body part', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_6_modified_indian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'juggle', 'play instrument', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_6_modified_middle_eastern.mp4,cartwheel,playing trumpet,play instrument,incorrect,"['play instrument', 'other', 'juggle', 'play instrument', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_6_modified_south_east_asian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'play instrument', 'juggle', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_6_modified_white.mp4,cartwheel,playing flute,other,incorrect,"['other', 'play instrument', 'play instrument', 'other', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_7_initial.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'bow', 'arm movements']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_7_modified_african.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'arm movements', 'bow']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_7_modified_asian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'arm movements', 'bow']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_7_modified_hispanic.mp4,cartwheel,push up,other,incorrect,"['other', 'play instrument', 'other', 'bow', 'arm movements']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_7_modified_indian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'bow', 'arm movements']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_7_modified_middle_eastern.mp4,cartwheel,push up,other,incorrect,"['other', 'play instrument', 'other', 'bow', 'arm movements']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_7_modified_white.mp4,cartwheel,push up,other,incorrect,"['other', 'play instrument', 'other', 'other', 'bow']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_8_initial.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'other', 'stretch', 'lunge', 'arm movements']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_8_modified_african.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'lunge', 'swing body part']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_8_modified_asian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'lunge', 'other', 'stretch']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_8_modified_hispanic.mp4,cartwheel,push up,other,incorrect,"['other', 'other', 'play instrument', 'arm movements', 'swing body part']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_8_modified_indian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'lunge', 'arm movements']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_8_modified_middle_eastern.mp4,cartwheel,swinging legs,swing body part,incorrect,"['swing body part', 'other', 'dance', 'lunge', 'stretch']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_8_modified_south_east_asian.mp4,cartwheel,playing violin,play instrument,incorrect,"['play instrument', 'other', 'lunge', 'stretch', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_9_initial.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'other', 'swing body part', 'dance']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_9_modified_asian.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'swing body part', 'other', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_9_modified_hispanic.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'swing body part', 'other', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_9_modified_indian.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'other', 'swing body part', 'dance']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_9_modified_middle_eastern.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'swing body part', 'other', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_9_modified_south_east_asian.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'swing body part', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_9_modified_white.mp4,cartwheel,push up,other,incorrect,"['other', 'arm movements', 'swing body part', 'other', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_initial.mp4,celebrate,exercising arm,arm movements,incorrect,"['arm movements', 'swing body part', 'dance', 'other', 'stretch']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_modified_african.mp4,celebrate,robot dancing,dance,incorrect,"['dance', 'play instrument', 'arm movements', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_0_modified_asian.mp4,celebrate,exercising arm,arm movements,incorrect,"['arm movements', 'dance', 'other', 'stretch', 'swing body part']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_0_modified_hispanic.mp4,celebrate,robot dancing,dance,incorrect,"['dance', 'play instrument', 'arm movements', 'other', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_0_modified_indian.mp4,celebrate,robot dancing,dance,incorrect,"['dance', 'arm movements', 'play instrument', 'other', 'juggle']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_0_modified_middle_eastern.mp4,celebrate,exercising arm,arm movements,incorrect,"['arm movements', 'dance', 'other', 'play instrument', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_0_modified_south_east_asian.mp4,celebrate,exercising arm,arm movements,incorrect,"['arm movements', 'dance', 'play instrument', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_1_initial.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'stretch', 'other', 'kick']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_1_modified_african.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'kick', 'juggle']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_1_modified_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'stretch', 'kick', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_1_modified_hispanic.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'kick', 'stretch', 'kick']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_1_modified_indian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'kick', 'kick']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_1_modified_middle_eastern.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'other', 'stretch', 'kick']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_1_modified_south_east_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'kick', 'stretch']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_initial.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_modified_african.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'play instrument', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_2_modified_asian.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'other', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_2_modified_hispanic.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'other', 'other', 'play instrument']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_2_modified_indian.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'play instrument', 'other', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_2_modified_middle_eastern.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'play instrument', 'other', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_2_modified_white.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'other', 'play instrument', 'other', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_initial.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'other', 'stretch', 'kick']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_modified_african.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'stretch', 'dance', 'kick']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_3_modified_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'stretch', 'kick']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_3_modified_hispanic.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'stretch', 'kick']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_3_modified_indian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'stretch', 'dance', 'kick']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_3_modified_middle_eastern.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'other', 'dance', 'stretch']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_3_modified_south_east_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'dance', 'stretch', 'kick']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_initial.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'arm movements', 'kick', 'stretch']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_4_modified_african.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'kick', 'dance', 'other', 'stretch']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_4_modified_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'other', 'stretch', 'arm movements']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_4_modified_hispanic.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'arm movements', 'kick', 'stretch']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_4_modified_indian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'kick', 'other', 'stretch']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_4_modified_south_east_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'arm movements', 'kick', 'stretch']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_modified_white.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'arm movements', 'kick', 'stretch']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_5_initial.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'juggle', 'dance', 'dance', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_5_modified_african.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'juggle', 'dance', 'dance', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_5_modified_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'juggle', 'dance', 'dance', 'throw']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_5_modified_hispanic.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'juggle', 'dance', 'throw']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_5_modified_middle_eastern.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'juggle', 'dance', 'throw']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_5_modified_south_east_asian.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'juggle', 'dance', 'dance', 'throw']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_5_modified_white.mp4,celebrate,swinging legs,swing body part,incorrect,"['swing body part', 'dance', 'juggle', 'kick', 'throw']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_6_initial.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'juggle', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_6_modified_african.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'write', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_6_modified_asian.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'juggle', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_6_modified_indian.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'write', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_6_modified_middle_eastern.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'juggle', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_6_modified_south_east_asian.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'juggle', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_6_modified_white.mp4,celebrate,playing violin,play instrument,incorrect,"['play instrument', 'dance', 'other', 'juggle', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_7_initial.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'play instrument', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_7_modified_african.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_7_modified_asian.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'other', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_7_modified_hispanic.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'play instrument', 'other', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_7_modified_indian.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'other', 'play instrument']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_7_modified_middle_eastern.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'play instrument', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_7_modified_white.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'play instrument', 'juggle', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_initial.mp4,celebrate,robot dancing,dance,incorrect,"['dance', 'arm movements', 'other', 'other', 'swing body part']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_modified_african.mp4,celebrate,writing,write,incorrect,"['write', 'dance', 'play instrument', 'arm movements', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_8_modified_asian.mp4,celebrate,robot dancing,dance,incorrect,"['dance', 'write', 'arm movements', 'other', 'play instrument']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_8_modified_hispanic.mp4,celebrate,writing,write,incorrect,"['write', 'dance', 'arm movements', 'play instrument', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_8_modified_indian.mp4,celebrate,writing,write,incorrect,"['write', 'play instrument', 'dance', 'arm movements', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_8_modified_middle_eastern.mp4,celebrate,writing,write,incorrect,"['write', 'dance', 'other', 'arm movements', 'play instrument']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_8_modified_south_east_asian.mp4,celebrate,writing,write,incorrect,"['write', 'dance', 'play instrument', 'arm movements', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_initial.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'play instrument', 'other', 'play instrument', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_9_modified_asian.mp4,celebrate,playing harp,other,incorrect,"['other', 'other', 'play instrument', 'play instrument', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_9_modified_hispanic.mp4,celebrate,playing harp,other,incorrect,"['other', 'other', 'play instrument', 'play instrument', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_9_modified_indian.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'other', 'play instrument', 'play instrument', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_9_modified_middle_eastern.mp4,celebrate,playing harp,other,incorrect,"['other', 'play instrument', 'other', 'play instrument', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_9_modified_south_east_asian.mp4,celebrate,playing ukulele,other,incorrect,"['other', 'other', 'play instrument', 'play instrument', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_modified_white.mp4,celebrate,playing harp,other,incorrect,"['other', 'play instrument', 'other', 'play instrument', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
clap_0_initial.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'style hair', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_0_modified_african.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'tie']",camera_near,stadium_01,african,stadium_01,camera_near
clap_0_modified_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'other', 'perform', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_0_modified_hispanic.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'other']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_0_modified_indian.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'style hair', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_0_modified_middle_eastern.mp4,clap,beatboxing,other,incorrect,"['other', 'perform', 'other', 'other', 'style hair']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_0_modified_south_east_asian.mp4,clap,beatboxing,other,incorrect,"['other', 'other', 'perform', 'other', 'other']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_1_initial.mp4,clap,braiding hair,style hair,incorrect,"['style hair', 'stretch', 'wash', 'bend', 'style hair']",camera_near,stadium_01,white,stadium_01,camera_near
clap_1_modified_african.mp4,clap,stretching arm,stretch,incorrect,"['stretch', 'wash', 'style hair', 'touching body parts', 'bow']",camera_near,stadium_01,african,stadium_01,camera_near
clap_1_modified_asian.mp4,clap,fixing hair,style hair,incorrect,"['style hair', 'stretch', 'wash', 'bend', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_1_modified_hispanic.mp4,clap,fixing hair,style hair,incorrect,"['style hair', 'wash', 'stretch', 'bend', 'style hair']",camera_near,stadium_01,hispanic,stadium_01,camera_near
