video,true_label,raw_prediction,mapped_prediction,result,camera_distance,background,skin_color_category,best_background,best_camera
cartwheel_2_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_2_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_2_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_2_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_2_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_2_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_2_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_3_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_3_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_3_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_3_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_3_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_3_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_3_modified_south_east_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_4_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_4_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_4_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_4_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_4_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_4_modified_south_east_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_4_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_5_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_5_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_5_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_5_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_5_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_5_modified_south_east_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_5_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_6_initial.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_6_modified_african.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_6_modified_asian.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_6_modified_indian.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_6_modified_middle_eastern.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_6_modified_south_east_asian.mp4,cartwheel,celebrate,celebrate,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_6_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_7_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_7_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_7_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_7_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_7_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_7_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_7_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_8_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_8_modified_african.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_8_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_8_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_8_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_8_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_8_modified_south_east_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_9_initial.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_9_modified_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_9_modified_hispanic.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_9_modified_indian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_9_modified_middle_eastern.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_9_modified_south_east_asian.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_9_modified_white.mp4,cartwheel,cartwheel,cartwheel,correct,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_initial.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_modified_african.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_0_modified_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_0_modified_hispanic.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_0_modified_indian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_0_modified_middle_eastern.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_0_modified_south_east_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_1_initial.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_1_modified_african.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_1_modified_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_1_modified_hispanic.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_1_modified_indian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_1_modified_middle_eastern.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_1_modified_south_east_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_initial.mp4,celebrate,clap,clap,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_modified_african.mp4,celebrate,clap,clap,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_2_modified_asian.mp4,celebrate,clap,clap,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_2_modified_hispanic.mp4,celebrate,clap,clap,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_2_modified_indian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_2_modified_middle_eastern.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_2_modified_white.mp4,celebrate,clap,clap,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_initial.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_modified_african.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_3_modified_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_3_modified_hispanic.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_3_modified_indian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_3_modified_middle_eastern.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_3_modified_south_east_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_initial.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_4_modified_african.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_4_modified_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_4_modified_hispanic.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_4_modified_indian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_4_modified_south_east_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_modified_white.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_5_initial.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_5_modified_african.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_5_modified_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_5_modified_hispanic.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_5_modified_middle_eastern.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_5_modified_south_east_asian.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_5_modified_white.mp4,celebrate,cartwheel,cartwheel,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_6_initial.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_6_modified_african.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_6_modified_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_6_modified_indian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_6_modified_middle_eastern.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_6_modified_south_east_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_6_modified_white.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_7_initial.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_7_modified_african.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_7_modified_asian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_7_modified_hispanic.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_7_modified_indian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_7_modified_middle_eastern.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_7_modified_white.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_initial.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_modified_african.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_8_modified_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_8_modified_hispanic.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_8_modified_indian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_8_modified_middle_eastern.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_8_modified_south_east_asian.mp4,celebrate,celebrate,celebrate,correct,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_initial.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,african,stadium_01,camera_far
celebrate_9_modified_asian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_9_modified_hispanic.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_9_modified_indian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_9_modified_middle_eastern.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_9_modified_south_east_asian.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_modified_white.mp4,celebrate,yoga,yoga,incorrect,camera_far,stadium_01,white,stadium_01,camera_far
clap_0_initial.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,white,stadium_01,camera_near
clap_0_modified_african.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,african,stadium_01,camera_near
clap_0_modified_asian.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_0_modified_hispanic.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_0_modified_indian.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_0_modified_middle_eastern.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_0_modified_south_east_asian.mp4,clap,cry,cry,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_1_initial.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,white,stadium_01,camera_near
clap_1_modified_african.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,african,stadium_01,camera_near
clap_1_modified_asian.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_1_modified_hispanic.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_1_modified_indian.mp4,clap,golf,golf,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_1_modified_middle_eastern.mp4,clap,squat,squat,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_1_modified_south_east_asian.mp4,clap,cartwheel,cartwheel,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_2_initial.mp4,clap,clap,clap,correct,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_2_modified_african.mp4,clap,clap,clap,correct,camera_near,stadium_01,african,stadium_01,camera_near
clap_2_modified_asian.mp4,clap,clap,clap,correct,camera_near,stadium_01,asian,stadium_01,camera_near
clap_2_modified_hispanic.mp4,clap,clap,clap,correct,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_2_modified_indian.mp4,clap,clap,clap,correct,camera_near,stadium_01,indian,stadium_01,camera_near
clap_2_modified_middle_eastern.mp4,clap,clap,clap,correct,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_2_modified_white.mp4,clap,clap,clap,correct,camera_near,stadium_01,white,stadium_01,camera_near
clap_3_initial.mp4,clap,clap,clap,correct,camera_near,stadium_01,white,stadium_01,camera_near
clap_3_modified_african.mp4,clap,clap,clap,correct,camera_near,stadium_01,african,stadium_01,camera_near
clap_3_modified_asian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_3_modified_hispanic.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_3_modified_indian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_3_modified_middle_eastern.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_3_modified_south_east_asian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_4_initial.mp4,clap,clap,clap,correct,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_4_modified_african.mp4,clap,clap,clap,correct,camera_near,stadium_01,african,stadium_01,camera_near
clap_4_modified_asian.mp4,clap,clap,clap,correct,camera_near,stadium_01,asian,stadium_01,camera_near
clap_4_modified_hispanic.mp4,clap,clap,clap,correct,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_4_modified_indian.mp4,clap,clap,clap,correct,camera_near,stadium_01,indian,stadium_01,camera_near
clap_4_modified_south_east_asian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_4_modified_white.mp4,clap,clap,clap,correct,camera_near,stadium_01,white,stadium_01,camera_near
clap_5_initial.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_5_modified_african.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,african,stadium_01,camera_near
clap_5_modified_asian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_5_modified_hispanic.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_5_modified_middle_eastern.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_5_modified_south_east_asian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_5_modified_white.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,white,stadium_01,camera_near
clap_6_initial.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_6_modified_african.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,african,stadium_01,camera_near
clap_6_modified_asian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_6_modified_indian.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_6_modified_middle_eastern.mp4,clap,yoga,yoga,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_6_modified_south_east_asian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_6_modified_white.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,white,stadium_01,camera_near
clap_7_initial.mp4,clap,clap,clap,correct,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_7_modified_african.mp4,clap,clap,clap,correct,camera_near,stadium_01,african,stadium_01,camera_near
clap_7_modified_asian.mp4,clap,clap,clap,correct,camera_near,stadium_01,asian,stadium_01,camera_near
clap_7_modified_hispanic.mp4,clap,clap,clap,correct,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_7_modified_indian.mp4,clap,clap,clap,correct,camera_near,stadium_01,indian,stadium_01,camera_near
clap_7_modified_middle_eastern.mp4,clap,clap,clap,correct,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_7_modified_white.mp4,clap,clap,clap,correct,camera_near,stadium_01,white,stadium_01,camera_near
clap_8_initial.mp4,clap,clap,clap,correct,camera_near,stadium_01,white,stadium_01,camera_near
clap_8_modified_african.mp4,clap,clap,clap,correct,camera_near,stadium_01,african,stadium_01,camera_near
clap_8_modified_asian.mp4,clap,clap,clap,correct,camera_near,stadium_01,asian,stadium_01,camera_near
clap_8_modified_hispanic.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_8_modified_indian.mp4,clap,clap,clap,correct,camera_near,stadium_01,indian,stadium_01,camera_near
clap_8_modified_middle_eastern.mp4,clap,clap,clap,correct,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_8_modified_south_east_asian.mp4,clap,clap,clap,correct,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_9_initial.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,african,stadium_01,camera_near
clap_9_modified_asian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,asian,stadium_01,camera_near
clap_9_modified_hispanic.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_9_modified_indian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,indian,stadium_01,camera_near
clap_9_modified_middle_eastern.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_9_modified_south_east_asian.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_9_modified_white.mp4,clap,celebrate,celebrate,incorrect,camera_near,stadium_01,white,stadium_01,camera_near
cry_0_initial.mp4,cry,cry,cry,correct,camera_near,konzerthaus,white,konzerthaus,camera_near
cry_0_modified_african.mp4,cry,cry,cry,correct,camera_near,konzerthaus,african,konzerthaus,camera_near
cry_0_modified_asian.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_0_modified_hispanic.mp4,cry,cry,cry,correct,camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_0_modified_indian.mp4,cry,cry,cry,correct,camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_0_modified_middle_eastern.mp4,cry,cry,cry,correct,camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_0_modified_south_east_asian.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_1_initial.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,white,konzerthaus,camera_near
cry_1_modified_african.mp4,cry,yoga,yoga,incorrect,camera_near,konzerthaus,african,konzerthaus,camera_near
cry_1_modified_asian.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,asian,konzerthaus,camera_near
cry_1_modified_hispanic.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,hispanic,konzerthaus,camera_near
cry_1_modified_indian.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,indian,konzerthaus,camera_near
cry_1_modified_middle_eastern.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,middle_eastern,konzerthaus,camera_near
cry_1_modified_south_east_asian.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_2_initial.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,south_east_asian,konzerthaus,camera_near
cry_2_modified_african.mp4,cry,hug,hug,incorrect,camera_near,konzerthaus,african,konzerthaus,camera_near
