video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category
cartwheel_2_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'bend', 'jump']",camera_far,autumn_hockey,african
cartwheel_2_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'bend', 'other', 'other', 'jump']",camera_far,autumn_hockey,asian
cartwheel_2_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,autumn_hockey,hispanic
cartwheel_2_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,autumn_hockey,indian
cartwheel_2_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'bend', 'other', 'other', 'jump']",camera_far,autumn_hockey,middle_eastern
cartwheel_2_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'bend', 'other', 'other', 'jump']",camera_far,autumn_hockey,white
cartwheel_3_initial.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'golf']",camera_far,autumn_hockey,white
cartwheel_3_modified_african.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'throw']",camera_far,autumn_hockey,african
cartwheel_3_modified_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'golf', 'other']",camera_far,autumn_hockey,asian
cartwheel_3_modified_hispanic.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,hispanic
cartwheel_3_modified_indian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,indian
cartwheel_3_modified_middle_eastern.mp4,cartwheel,tai chi,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
cartwheel_3_modified_south_east_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,south_east_asian
cartwheel_4_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
cartwheel_4_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'jump']",camera_far,autumn_hockey,african
cartwheel_4_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,asian
cartwheel_4_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'throw']",camera_far,autumn_hockey,hispanic
cartwheel_4_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'bend']",camera_far,autumn_hockey,indian
cartwheel_4_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'other', 'throw']",camera_far,autumn_hockey,south_east_asian
cartwheel_4_modified_white.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,white
cartwheel_5_initial.mp4,cartwheel,throwing discus,throw,incorrect,"['throw', 'other', 'other', 'other', 'stretch']",camera_far,autumn_hockey,indian
cartwheel_5_modified_african.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,african
cartwheel_5_modified_asian.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'jump']",camera_far,autumn_hockey,asian
cartwheel_5_modified_hispanic.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'jump']",camera_far,autumn_hockey,hispanic
cartwheel_5_modified_middle_eastern.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
cartwheel_5_modified_south_east_asian.mp4,cartwheel,throwing discus,throw,incorrect,"['throw', 'other', 'other', 'other', 'stretch']",camera_far,autumn_hockey,south_east_asian
cartwheel_5_modified_white.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,white
cartwheel_6_initial.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'kick', 'other', 'other']",camera_far,autumn_hockey,hispanic
cartwheel_6_modified_african.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'kick', 'other', 'other']",camera_far,autumn_hockey,african
cartwheel_6_modified_asian.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'other', 'kick', 'other']",camera_far,autumn_hockey,asian
cartwheel_6_modified_indian.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'other', 'kick', 'golf']",camera_far,autumn_hockey,indian
cartwheel_6_modified_middle_eastern.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'kick', 'other', 'golf']",camera_far,autumn_hockey,middle_eastern
cartwheel_6_modified_south_east_asian.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'other', 'kick', 'golf']",camera_far,autumn_hockey,south_east_asian
cartwheel_6_modified_white.mp4,cartwheel,hugging,hug,incorrect,"['hug', 'other', 'other', 'kick', 'other']",camera_far,autumn_hockey,white
cartwheel_7_initial.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
cartwheel_7_modified_african.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'golf', 'kick']",camera_far,autumn_hockey,african
cartwheel_7_modified_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
cartwheel_7_modified_hispanic.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,hispanic
cartwheel_7_modified_indian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'golf']",camera_far,autumn_hockey,indian
cartwheel_7_modified_middle_eastern.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,middle_eastern
cartwheel_7_modified_white.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,white
cartwheel_8_initial.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,white
cartwheel_8_modified_african.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,african
cartwheel_8_modified_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'play sport']",camera_far,autumn_hockey,asian
cartwheel_8_modified_hispanic.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,hispanic
cartwheel_8_modified_indian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,indian
cartwheel_8_modified_middle_eastern.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,middle_eastern
cartwheel_8_modified_south_east_asian.mp4,cartwheel,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,south_east_asian
cartwheel_9_initial.mp4,cartwheel,high kick,kick,incorrect,"['kick', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,african
cartwheel_9_modified_asian.mp4,cartwheel,passing American football (not in game),other,incorrect,"['other', 'kick', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
cartwheel_9_modified_hispanic.mp4,cartwheel,high kick,kick,incorrect,"['kick', 'other', 'stretch', 'other', 'other']",camera_far,autumn_hockey,hispanic
cartwheel_9_modified_indian.mp4,cartwheel,high kick,kick,incorrect,"['kick', 'other', 'other', 'other', 'kick']",camera_far,autumn_hockey,indian
cartwheel_9_modified_middle_eastern.mp4,cartwheel,hammer throw,other,incorrect,"['other', 'stretch', 'other', 'kick', 'other']",camera_far,autumn_hockey,middle_eastern
cartwheel_9_modified_south_east_asian.mp4,cartwheel,high kick,kick,incorrect,"['kick', 'other', 'stretch', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
cartwheel_9_modified_white.mp4,cartwheel,stretching arm,stretch,incorrect,"['stretch', 'other', 'other', 'kick', 'other']",camera_far,autumn_hockey,white
celebrate_0_initial.mp4,celebrate,tai chi,other,incorrect,"['other', 'throw', 'other', 'golf', 'other']",camera_far,autumn_hockey,white
celebrate_0_modified_african.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,african
celebrate_0_modified_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
celebrate_0_modified_hispanic.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,hispanic
celebrate_0_modified_indian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,indian
celebrate_0_modified_middle_eastern.mp4,celebrate,slacklining,other,incorrect,"['other', 'clean something', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_0_modified_south_east_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'clean something', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_1_initial.mp4,celebrate,disc golfing,golf,incorrect,"['golf', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,white
celebrate_1_modified_african.mp4,celebrate,hammer throw,other,incorrect,"['other', 'throw', 'golf', 'other', 'other']",camera_far,autumn_hockey,african
celebrate_1_modified_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,asian
celebrate_1_modified_hispanic.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,hispanic
celebrate_1_modified_indian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_1_modified_middle_eastern.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_1_modified_south_east_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_2_initial.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'hug', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_2_modified_african.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'bow']",camera_far,autumn_hockey,african
celebrate_2_modified_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'hug', 'other']",camera_far,autumn_hockey,asian
celebrate_2_modified_hispanic.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'hug', 'other']",camera_far,autumn_hockey,hispanic
celebrate_2_modified_indian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_2_modified_middle_eastern.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_2_modified_white.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,white
celebrate_3_initial.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'other', 'golf']",camera_far,autumn_hockey,white
celebrate_3_modified_african.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'golf', 'throw', 'other']",camera_far,autumn_hockey,african
celebrate_3_modified_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'golf', 'throw', 'other']",camera_far,autumn_hockey,asian
celebrate_3_modified_hispanic.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'golf', 'other']",camera_far,autumn_hockey,hispanic
celebrate_3_modified_indian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'golf', 'other']",camera_far,autumn_hockey,indian
celebrate_3_modified_middle_eastern.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'golf', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_3_modified_south_east_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'golf', 'throw', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_4_initial.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'other', 'throw', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_4_modified_african.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'other', 'throw', 'other']",camera_far,autumn_hockey,african
celebrate_4_modified_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'other', 'other', 'throw']",camera_far,autumn_hockey,asian
celebrate_4_modified_hispanic.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'golf', 'other', 'throw']",camera_far,autumn_hockey,hispanic
celebrate_4_modified_indian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'other', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_4_modified_south_east_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'golf', 'other', 'throw']",camera_far,autumn_hockey,south_east_asian
celebrate_4_modified_white.mp4,celebrate,hammer throw,other,incorrect,"['other', 'golf', 'throw', 'other', 'other']",camera_far,autumn_hockey,white
celebrate_5_initial.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,indian
celebrate_5_modified_african.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'golf', 'other']",camera_far,autumn_hockey,african
celebrate_5_modified_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
celebrate_5_modified_hispanic.mp4,celebrate,hammer throw,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,hispanic
celebrate_5_modified_middle_eastern.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_5_modified_south_east_asian.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_5_modified_white.mp4,celebrate,hammer throw,other,incorrect,"['other', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,white
celebrate_6_initial.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'other', 'throw', 'golf']",camera_far,autumn_hockey,hispanic
celebrate_6_modified_african.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'throw', 'arm movements', 'other']",camera_far,autumn_hockey,african
celebrate_6_modified_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'other', 'throw', 'other']",camera_far,autumn_hockey,asian
celebrate_6_modified_indian.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'throw', 'other', 'golf']",camera_far,autumn_hockey,indian
celebrate_6_modified_middle_eastern.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'throw', 'other', 'golf']",camera_far,autumn_hockey,middle_eastern
celebrate_6_modified_south_east_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'throw', 'other', 'golf']",camera_far,autumn_hockey,south_east_asian
celebrate_6_modified_white.mp4,celebrate,tai chi,other,incorrect,"['other', 'stretch', 'throw', 'other', 'golf']",camera_far,autumn_hockey,white
celebrate_7_initial.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_7_modified_african.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,african
celebrate_7_modified_asian.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
celebrate_7_modified_hispanic.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,hispanic
celebrate_7_modified_indian.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_7_modified_middle_eastern.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_7_modified_white.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,white
celebrate_8_initial.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'throw', 'other']",camera_far,autumn_hockey,white
celebrate_8_modified_african.mp4,celebrate,tai chi,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,african
celebrate_8_modified_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'golf']",camera_far,autumn_hockey,asian
celebrate_8_modified_hispanic.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'golf']",camera_far,autumn_hockey,hispanic
celebrate_8_modified_indian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_8_modified_middle_eastern.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'throw', 'other', 'golf']",camera_far,autumn_hockey,middle_eastern
celebrate_8_modified_south_east_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'throw', 'other', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_9_initial.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,african
celebrate_9_modified_asian.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,asian
celebrate_9_modified_hispanic.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,hispanic
celebrate_9_modified_indian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,indian
celebrate_9_modified_middle_eastern.mp4,celebrate,throwing axe,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
celebrate_9_modified_south_east_asian.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
celebrate_9_modified_white.mp4,celebrate,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'other']",camera_far,autumn_hockey,white
clap_0_initial.mp4,clap,tai chi,other,incorrect,"['other', 'other', 'juggle', 'juggle', 'other']",camera_far,autumn_hockey,white
clap_0_modified_african.mp4,clap,tai chi,other,incorrect,"['other', 'other', 'other', 'other', 'juggle']",camera_far,autumn_hockey,african
clap_0_modified_asian.mp4,clap,tai chi,other,incorrect,"['other', 'juggle', 'juggle', 'other', 'dance']",camera_far,autumn_hockey,asian
clap_0_modified_hispanic.mp4,clap,tai chi,other,incorrect,"['other', 'juggle', 'other', 'dance', 'juggle']",camera_far,autumn_hockey,hispanic
clap_0_modified_indian.mp4,clap,tai chi,other,incorrect,"['other', 'juggle', 'other', 'juggle', 'other']",camera_far,autumn_hockey,indian
clap_0_modified_middle_eastern.mp4,clap,tai chi,other,incorrect,"['other', 'juggle', 'other', 'dance', 'other']",camera_far,autumn_hockey,middle_eastern
clap_0_modified_south_east_asian.mp4,clap,tai chi,other,incorrect,"['other', 'juggle', 'other', 'juggle', 'dance']",camera_far,autumn_hockey,south_east_asian
clap_1_initial.mp4,clap,climbing tree,other,incorrect,"['other', 'other', 'bend', 'other', 'stretch']",camera_far,autumn_hockey,white
clap_1_modified_african.mp4,clap,climbing tree,other,incorrect,"['other', 'other', 'other', 'bend', 'other']",camera_far,autumn_hockey,african
clap_1_modified_asian.mp4,clap,climbing tree,other,incorrect,"['other', 'cartwheel', 'jump', 'bend', 'other']",camera_far,autumn_hockey,asian
clap_1_modified_hispanic.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'bend', 'jump', 'stretch', 'other']",camera_far,autumn_hockey,hispanic
clap_1_modified_indian.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'jump', 'bend', 'stretch', 'other']",camera_far,autumn_hockey,indian
clap_1_modified_middle_eastern.mp4,clap,climbing tree,other,incorrect,"['other', 'bend', 'cartwheel', 'other', 'jump']",camera_far,autumn_hockey,middle_eastern
clap_1_modified_south_east_asian.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'bend', 'jump', 'stretch', 'other']",camera_far,autumn_hockey,south_east_asian
clap_2_initial.mp4,clap,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'other', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
clap_2_modified_african.mp4,clap,hugging,hug,incorrect,"['hug', 'other', 'cry', 'bow', 'other']",camera_far,autumn_hockey,african
clap_2_modified_asian.mp4,clap,drop kicking,kick,incorrect,"['kick', 'dance', 'hug', 'other', 'other']",camera_far,autumn_hockey,asian
clap_2_modified_hispanic.mp4,clap,hugging,hug,incorrect,"['hug', 'kick', 'other', 'other', 'dance']",camera_far,autumn_hockey,hispanic
clap_2_modified_indian.mp4,clap,finger snapping,other,incorrect,"['other', 'other', 'hug', 'cry', 'other']",camera_far,autumn_hockey,indian
clap_2_modified_middle_eastern.mp4,clap,hugging,hug,incorrect,"['hug', 'kick', 'other', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
clap_2_modified_white.mp4,clap,hugging,hug,incorrect,"['hug', 'kick', 'other', 'other', 'dance']",camera_far,autumn_hockey,white
clap_3_initial.mp4,clap,hugging,hug,incorrect,"['hug', 'play sport', 'kick', 'dance', 'other']",camera_far,autumn_hockey,white
clap_3_modified_african.mp4,clap,hugging,hug,incorrect,"['hug', 'play sport', 'dance', 'other', 'other']",camera_far,autumn_hockey,african
clap_3_modified_asian.mp4,clap,hugging,hug,incorrect,"['hug', 'dance', 'play sport', 'kick', 'other']",camera_far,autumn_hockey,asian
clap_3_modified_hispanic.mp4,clap,hugging,hug,incorrect,"['hug', 'dance', 'play sport', 'kick', 'other']",camera_far,autumn_hockey,hispanic
clap_3_modified_indian.mp4,clap,hugging,hug,incorrect,"['hug', 'dance', 'other', 'kick', 'other']",camera_far,autumn_hockey,indian
clap_3_modified_middle_eastern.mp4,clap,jumpstyle dancing,dance,incorrect,"['dance', 'kick', 'other', 'other', 'play sport']",camera_far,autumn_hockey,middle_eastern
clap_3_modified_south_east_asian.mp4,clap,hugging,hug,incorrect,"['hug', 'dance', 'play sport', 'other', 'other']",camera_far,autumn_hockey,south_east_asian
clap_4_initial.mp4,clap,tai chi,other,incorrect,"['other', 'kick', 'jump', 'dance', 'other']",camera_far,autumn_hockey,middle_eastern
clap_4_modified_african.mp4,clap,hugging,hug,incorrect,"['hug', 'other', 'kick', 'other', 'cry']",camera_far,autumn_hockey,african
clap_4_modified_asian.mp4,clap,kissing,other,incorrect,"['other', 'hug', 'kick', 'cry', 'other']",camera_far,autumn_hockey,asian
clap_4_modified_hispanic.mp4,clap,finger snapping,other,incorrect,"['other', 'kick', 'other', 'juggle', 'other']",camera_far,autumn_hockey,hispanic
clap_4_modified_indian.mp4,clap,kissing,other,incorrect,"['other', 'hug', 'cry', 'kick', 'dance']",camera_far,autumn_hockey,indian
clap_4_modified_south_east_asian.mp4,clap,finger snapping,other,incorrect,"['other', 'juggle', 'other', 'kick', 'jump']",camera_far,autumn_hockey,south_east_asian
clap_4_modified_white.mp4,clap,tai chi,other,incorrect,"['other', 'kick', 'other', 'dance', 'jump']",camera_far,autumn_hockey,white
clap_5_initial.mp4,clap,dancing ballet,dance,incorrect,"['dance', 'cartwheel', 'other', 'stretch', 'other']",camera_far,autumn_hockey,indian
clap_5_modified_african.mp4,clap,dancing ballet,dance,incorrect,"['dance', 'other', 'cartwheel', 'other', 'other']",camera_far,autumn_hockey,african
clap_5_modified_asian.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'other', 'dance', 'other', 'other']",camera_far,autumn_hockey,asian
clap_5_modified_hispanic.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'dance', 'other', 'stretch', 'other']",camera_far,autumn_hockey,hispanic
clap_5_modified_middle_eastern.mp4,clap,cartwheeling,cartwheel,incorrect,"['cartwheel', 'other', 'dance', 'other', 'other']",camera_far,autumn_hockey,middle_eastern
clap_5_modified_south_east_asian.mp4,clap,dancing ballet,dance,incorrect,"['dance', 'cartwheel', 'other', 'other', 'stretch']",camera_far,autumn_hockey,south_east_asian
