video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category,best_background,best_camera
cartwheel_9_modified_hispanic.mp4,cartwheel,squat,squat,incorrect,"['squat', 'actions with ball', 'kick', 'other', 'cartwheel']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_9_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'actions with ball', 'squat', 'lunge', 'kick']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_9_modified_middle_eastern.mp4,cartwheel,squat,squat,incorrect,"['squat', 'kick', 'swing body part', 'other', 'cartwheel']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_9_modified_south_east_asian.mp4,cartwheel,squat,squat,incorrect,"['squat', 'cartwheel', 'actions with ball', 'kick', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_9_modified_white.mp4,cartwheel,squat,squat,incorrect,"['squat', 'kick', 'swing body part', 'arm movements', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_initial.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'play sport', 'other', 'play catch', 'golf']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_0_modified_african.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'play catch', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_0_modified_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'play sport', 'other', 'play catch', 'golf']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_0_modified_hispanic.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'play catch', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_0_modified_indian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'play catch', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_0_modified_middle_eastern.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'play sport', 'play catch', 'golf']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_0_modified_south_east_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'other', 'play catch']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_1_initial.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'throw']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_1_modified_african.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'throw', 'actions with ball']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_1_modified_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'throw', 'cartwheel', 'swing body part', 'actions with ball']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_1_modified_hispanic.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'throw', 'lunge']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_1_modified_indian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'throw', 'swing body part', 'actions with ball']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_1_modified_middle_eastern.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'throw', 'lunge']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_1_modified_south_east_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'throw', 'cartwheel', 'other', 'actions with ball']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_initial.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'other', 'bow', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_2_modified_african.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'other', 'play catch']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_2_modified_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'other', 'bow']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_2_modified_hispanic.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'other', 'juggle']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_2_modified_indian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'other', 'juggle']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_2_modified_middle_eastern.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'other', 'other', 'bow']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_2_modified_white.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'other', 'other', 'bow']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_initial.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'throw', 'swing body part', 'other', 'cartwheel']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_3_modified_african.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'swing body part', 'cartwheel', 'lunge', 'actions with ball']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_3_modified_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'throw']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_3_modified_hispanic.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'throw', 'lunge']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_3_modified_indian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'throw', 'swing body part', 'lunge', 'cartwheel']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_3_modified_middle_eastern.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'throw', 'other', 'swing body part', 'lunge']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_3_modified_south_east_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'throw']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_initial.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_4_modified_african.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'swing body part', 'cartwheel', 'lunge', 'actions with ball']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_4_modified_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_4_modified_hispanic.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_4_modified_indian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'actions with ball']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_4_modified_south_east_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'swing body part', 'lunge', 'actions with ball']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_4_modified_white.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_5_initial.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_5_modified_african.mp4,celebrate,cartwheeling,cartwheel,incorrect,"['cartwheel', 'throw', 'lunge', 'actions with ball', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_5_modified_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_5_modified_hispanic.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_5_modified_middle_eastern.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'lunge', 'cartwheel', 'swing body part', 'actions with ball']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_5_modified_south_east_asian.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_5_modified_white.mp4,celebrate,javelin throw,throw,incorrect,"['throw', 'cartwheel', 'lunge', 'swing body part', 'actions with ball']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_6_initial.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'juggle', 'actions with ball']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_6_modified_african.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'play sport', 'other', 'bow', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_6_modified_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'stretch', 'actions with ball']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_6_modified_indian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'cartwheel', 'swing body part']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_6_modified_middle_eastern.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'actions with ball', 'cartwheel']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_6_modified_south_east_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'play sport', 'stretch', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_6_modified_white.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'other', 'actions with ball', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_7_initial.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'bow', 'stretch', 'stretch']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_7_modified_african.mp4,celebrate,lunge,lunge,incorrect,"['lunge', 'stretch', 'stretch', 'squat', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_7_modified_asian.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'bow', 'lunge', 'stretch']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_7_modified_hispanic.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'bow', 'stretch', 'stretch']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_7_modified_indian.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'lunge', 'stretch', 'stretch']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_7_modified_middle_eastern.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'stretch', 'throw', 'stretch', 'yoga']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_7_modified_white.mp4,celebrate,stretching leg,stretch,incorrect,"['stretch', 'stretch', 'throw', 'other', 'yoga']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_initial.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'play catch', 'actions with ball']",camera_far,stadium_01,white,stadium_01,camera_far
celebrate_8_modified_african.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'juggle', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_8_modified_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'other', 'juggle']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_8_modified_hispanic.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'juggle', 'other', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_8_modified_indian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'juggle', 'other', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_8_modified_middle_eastern.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'other', 'juggle', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_8_modified_south_east_asian.mp4,celebrate,hurling (sport),throw,incorrect,"['throw', 'juggle', 'juggle', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_initial.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'bow', 'other', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
celebrate_9_modified_asian.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'stretch', 'throw', 'other', 'swing body part']",camera_far,stadium_01,asian,stadium_01,camera_far
celebrate_9_modified_hispanic.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'other', 'throw', 'other', 'actions with ball']",camera_far,stadium_01,hispanic,stadium_01,camera_far
celebrate_9_modified_indian.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'throw', 'bow', 'other', 'other']",camera_far,stadium_01,indian,stadium_01,camera_far
celebrate_9_modified_middle_eastern.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'stretch', 'throw', 'other', 'swing body part']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
celebrate_9_modified_south_east_asian.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'other', 'bow', 'throw', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
celebrate_9_modified_white.mp4,celebrate,mowing lawn,other,incorrect,"['other', 'other', 'throw', 'stretch', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
clap_0_initial.mp4,clap,catching or throwing frisbee,other,incorrect,"['other', 'throw', 'juggle', 'other', 'other']",camera_near,stadium_01,white,stadium_01,camera_near
clap_0_modified_african.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'other', 'other']",camera_near,stadium_01,african,stadium_01,camera_near
clap_0_modified_asian.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'juggle', 'other']",camera_near,stadium_01,asian,stadium_01,camera_near
clap_0_modified_hispanic.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'other', 'juggle']",camera_near,stadium_01,hispanic,stadium_01,camera_near
clap_0_modified_indian.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'other', 'other']",camera_near,stadium_01,indian,stadium_01,camera_near
clap_0_modified_middle_eastern.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'other', 'juggle', 'other']",camera_near,stadium_01,middle_eastern,stadium_01,camera_near
clap_0_modified_south_east_asian.mp4,clap,hurling (sport),throw,incorrect,"['throw', 'other', 'juggle', 'other', 'juggle']",camera_near,stadium_01,south_east_asian,stadium_01,camera_near
clap_1_initial.mp4,clap,pumping fist,other,incorrect,"['other', 'throw', 'celebrate', 'actions with ball', 'stretch']",camera_near,stadium_01,white,stadium_01,camera_near
clap_1_modified_african.mp4,clap,stretching arm,stretch,incorrect,"['stretch', 'other', 'arm movements', 'celebrate', 'actions with ball']",camera_near,stadium_01,african,stadium_01,camera_near
